slug,name,skynet_score,market_cap,trading_vol_24h,volume_24h_display,volume_7d_display,all_time_volume,project_age_raw,project_founded_date,token_launch_age_raw,token_launch_date,has_website,website_url,has_github,github_url,has_twitter,twitter_url,has_discord,discord_url,has_telegram,telegram_url,ecosystems,audit_3p_count,audit_3p_records,has_certik_audit,certik_audit_count,certik_last_audit_date,certik_audit_names,certik_kyc,third_party_kyc,total_proposals,max_total_votes,major_holding_ratio,owner_holding_ratio
wagyuswap,WagyuSwap,52.65,,,$0,$0,$763.51M,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/WagyuSwap_app,0,,0,,Ethereum,0,,No,,,,No,No,,,28.59%,0.00%
shibc,Shiba Classic,52.63,,,,,,3 yrs 9 mos,2022-09-20,3 yrs 7 mos,2022-11-20,0,,1,https://github.com/Shiba-Classic-ETC/Shiba-Classic-Contract-Code,1,https://x.com/shibctokenetc,0,,0,,Ethereum,0,,No,,,,No,No,,,94.33%,0.00%
iftoken,IFToken,52.48,,,,,,7 yrs 11 mos,2018-07-20,5 yrs 11 mos,2020-07-20,0,,1,https://github.com/ifwallet,1,https://twitter.com/ifwallet,0,,1,https://t.me/ifwallet,Ethereum,0,,No,,,,No,No,,,100.00%,29.48%
martik,Martik,53.07,,,,,,3 yrs 5 mos,2023-01-20,3 yrs 5 mos,2023-01-20,0,,1,https://github.com/MTK-Token,1,https://twitter.com/martik_crypto,0,,1,https://t.me/martik_en,,0,,No,,,,No,No,,,27.10%,0.03%
dr1ver,DR1VER,52.62,,,,,,3 yrs 11 mos,2022-07-20,3 yrs 11 mos,2022-07-20,0,,0,,1,https://twitter.com/DR1VER_OFFICIAL,0,,1,https://t.me/DR1VER_OFFICIAL,Bsc,0,,No,,,,No,No,,,85.34%,0.00%
aiiinxswap,AIIInXSwap,53.21,,,,,,2 yrs 9 mos,2023-09-20,2 yrs 9 mos,2023-09-20,0,,1,https://github.com/allinxswap,1,https://twitter.com/allinxswap,0,,0,,Opbnb,0,,No,,,,No,No,,,99.20%,0.00%
swapdex,SwapDEX,52.56,,,,,,4 yrs 10 mos,2021-08-20,3 yrs 6 mos,2022-12-20,0,,1,https://github.com/Swapdex-Protocol,1,https://twitter.com/SwapdexO,0,,0,,,0,,No,,,,No,No,,,78.67%,0.00%
zeepr,Zeepr,52.53,,,,,,2 yrs 10 mos,2023-08-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/Zeeprlabs,1,https://x.com/Zeepr_labs,0,,1,https://t.me/zeeprlabs,Arbitrum,0,,No,,,,No,No,,,,
baby-doge-ceo,Baby Doge CEO,53.00,,,,,,3 yrs 3 mos,2023-03-20,3 yrs 3 mos,2023-03-20,0,,0,,1,https://twitter.com/WalletCEO,0,,0,,,0,,No,,,,No,No,,,31.74%,0.00%
tigerfinance,Tigerfinance,53.04,,$0.16,,,,5 yrs 4 mos,2021-02-20,5 yrs 4 mos,2021-02-20,0,,1,https://github.com/TigerFinance,1,https://twitter.com/TigersFinance,0,,0,,Bsc,0,,No,,,,No,No,,,94.35%,66.53%
vesync,veSync,52.35,,,,,,3 yrs 3 mos,2023-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/veSyncL2,0,,0,,Zksync,0,,No,,,,No,No,,,,
market-ledger,Market Ledger,53.14,,,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,0,,1,https://twitter.com/marketledger_,0,,1,https://t.me/MarketLedgerOfficial,Bsc,0,,No,,,,No,No,,,31.25%,0.24%
newsolution-token,Newsolution2.0,52.50,,$1.03,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,0,,1,https://twitter.com/Newsolution20,0,,1,https://t.me/NewSolutionCoin,Bsc,0,,No,,,,No,No,,,97.51%,0.00%
switch,Switch,52.62,,,,,,6 yrs 10 mos,2019-08-20,6 yrs 10 mos,2019-08-20,0,,0,,1,https://twitter.com/switchag,0,,0,,Ethereum,0,,No,,,,No,No,,,96.35%,0.00%
zeedex,Zeedex,52.22,,,,,,5 yrs 10 mos,2020-08-20,5 yrs 9 mos,2020-09-20,0,,1,https://github.com/zeedexio,1,https://twitter.com/Zeedexio,0,,0,,Ethereum,0,,No,,,,No,No,,,99.54%,0.00%
befy-protocol,Befy Protocol,52.34,,,,,,2 yrs 6 mos,2023-12-20,2 yrs 5 mos,2024-01-20,0,,1,https://github.com/befyfi,1,https://twitter.com/Befy_Protocol,0,,1,https://t.me/befyprotocol,Bitcoin,0,,No,,,,No,No,,,31.78%,0.00%
pembrock,Pembrock,52.38,,,,,,4 yrs 5 mos,2022-01-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/PembROCK-Finance,1,https://twitter.com/pembrockfi,0,,0,,Near,0,,No,,,,No,No,,,,
moonlana,Moonlana,52.35,,,,,,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/moonlana,1,https://twitter.com/xmoonlana,0,,1,https://t.me/moonlana,Solana,0,,No,,,,No,No,,,,
indigo-protocol-ibtc,Indigo Protocol - iBTC,52.48,,$235.01,,,,4 yrs 11 mos,2021-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/IndigoProtocol/dexter,1,https://twitter.com/Indigo_protocol,0,,0,,,0,,No,,,,No,No,,,,
thalaswap,ThalaSwap,52.28,$588.20K,$4.21K,"$33,461.00","$834,115.00",$4.13B,3 yrs 11 mos,2022-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/thalalabs,1,https://x.com/ThalaLabs,0,,0,,Aptos,2,08/28/2024|OtterSec; 05/31/2023|OtterSec,No,,,,No,No,,,,
eagle-token,Eagle Token,52.66,,,,,,4 yrs 5 mos,2022-01-20,4 yrs 5 mos,2022-01-20,0,,0,,1,https://twitter.com/EagleToken_,0,,1,https://t.me/EagleToken_Official,Bsc,0,,No,,,,No,No,,,16.23%,0.00%
pikachu-inu,Pikachu Inu,52.16,,,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,1,https://github.com/PikachuInu,1,https://twitter.com/pikachuinu,0,,1,https://t.me/pikachuinuu,Ethereum,0,,No,,,,No,No,,,38.17%,9.42%
wish-finance,Wish Finance,52.86,,$2.43,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/WishFinance21,0,,1,https://t.me/wishfinanceofficial,Bsc,0,,No,,,,No,No,,,82.55%,67.56%
pangolin-swap,Pangolin Swap,52.61,,$42.23,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,0,,1,https://twitter.com/Bzzoneswap,0,,1,https://t.me/Bzzone,Bsc,0,,No,,,,No,No,,,51.81%,0.00%
swapblast,SwapBlast,52.07,,,,,,2 yrs 3 mos,2024-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/SwapBlast,0,,0,,Blast,0,,No,,,,No,No,,,,
fibodex,FiboDex,53.16,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,1,https://github.com/fibodex,1,https://twitter.com/fibodex,0,,1,https://t.me/fibodex_official,Bsc,0,,No,,,,No,No,,,30.46%,0.51%
moon-light-night,Moon Light Night,52.09,,,,,,16 yrs 5 mos,2010-01-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/mln_token,0,,0,,Xrp,0,,No,,,,No,No,,,,
coinfield-coin,CoinField Coin,52.07,,,,,,8 yrs 6 mos,2017-12-20,4 yrs 7 mos,2021-11-20,0,,1,https://github.com/CoinField,1,https://twitter.com/CoinFieldEX,0,,1,https://t.me/CoinFieldCHAT,Ethereum,0,,No,,,,No,No,,,100.00%,70.57%
askjimmy,AskJimmy,51.79,,,,,,2 yrs 4 mos,2024-02-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/askjimmy,1,https://x.com/askjimmy_ai,0,,0,,Solana,0,,No,,,,No,No,,,,
billion-local-coin,Billion Local Coin Gold,52.04,,,,,,2 yrs 10 mos,2023-08-20,2 yrs 10 mos,2023-08-20,0,,0,,1,https://twitter.com/BLC_Gold,0,,0,,Bsc,0,,Yes,1,,,No,No,,,100.00%,0.00%
solvent,Solvent,52.07,,,,,,4 yrs 9 mos,2021-09-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/solventprotocol,1,https://twitter.com/solventprotocol,0,,1,https://t.me/solventprotocol,Solana,0,,No,,,,No,No,,,,
xshiba-inu,XShiba Inu,52.03,,,,,,2 yrs 10 mos,2023-08-20,2 yrs 10 mos,2023-08-20,0,,0,,1,https://twitter.com/X_Shiba_Inu,0,,0,,Ethereum,0,,No,,,,No,No,,,24.58%,0.00%
dracula-finance,Dracula Finance,51.99,,,,,,3 yrs 3 mos,2023-03-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/dracula_fi,0,,0,,Zksync,1,04/26/2023|Solidproof,No,,,,No,No,,,,
ipulse,iPulse,52.32,,$0.34,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,1,https://github.com/Ipulse1089,1,https://twitter.com/IpulseToken,0,,1,https://t.me/IpulseGlobal,Bsc,0,,No,,,,No,No,,,93.61%,0.00%
upstabletoken,UpStableToken,51.77,,,,,,5 yrs 0 mos,2021-06-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/ustx/ustx-dex,1,https://twitter.com/USTX6,0,,1,https://t.me/ustx_en,Tron,1,09/27/2021|ImmuneBytes,No,,,,No,No,,,,
zkup,ZKUP,51.75,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,0,,1,https://twitter.com/trendx_pro,0,,1,https://t.me/trendx_pro,,0,,No,,,,No,No,,,89.77%,65.31%
acadex-network,Acadex Network,51.69,,,,,,4 yrs 1 mos,2022-05-20,4 yrs 1 mos,2022-05-20,0,,0,,1,https://twitter.com/acadexnetwork,0,,0,,Bsc,0,,No,,,,No,No,,,98.62%,0.00%
crypto-volatility-token,Crypto Volatility Token,52.27,,,,,,4 yrs 6 mos,2021-12-20,4 yrs 6 mos,2021-12-20,0,,1,https://github.com/govi-dao,1,https://twitter.com/official_CVI,0,,0,,Polygon,1,08/03/2022|SourceHat,No,,,,No,No,,,13.40%,0.00%
dexfin,Dexfin,51.81,,,,,,6 yrs 6 mos,2019-12-20,6 yrs 6 mos,2019-12-20,0,,1,https://github.com/Dexfinex,1,https://twitter.com/dexfinexchange,0,,0,,Ethereum,0,,No,,,,No,No,,,92.34%,0.00%
chamcha,Chamcha,51.68,,,,,,9 yrs 11 mos,2016-07-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/chamcha,1,https://twitter.com/0xChamcha,0,,0,,Bitcoin,0,,No,,,,No,No,,,,
meta-course,Meta Course,52.41,,,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,1,https://github.com/metacourse,1,https://twitter.com/metacoursetoken,0,,0,,Bsc,0,,No,,,,No,No,,,39.37%,0.00%
chickenkebab-finance,Chickenkebab Finance,52.53,,$4.60,,,,5 yrs 4 mos,2021-02-20,5 yrs 4 mos,2021-02-20,0,,0,,1,https://twitter.com/ChikFinance,0,,0,,Bsc,0,,No,,,,No,No,,,51.06%,25.92%
jojo-token,JoJo Token,52.59,,,,,,2 yrs 6 mos,2023-12-20,2 yrs 6 mos,2023-12-20,0,,0,,1,https://twitter.com/JOJO_BscCoin,0,,0,,Bsc,0,,Yes,1,,,No,No,,,42.13%,0.00%
ume-token,UME Token,51.60,,,,,,5 yrs 4 mos,2021-02-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/USWAP-exchange,1,https://twitter.com/umefinance,0,,0,,Tron,0,,No,,,,No,No,,,,
symmetric,Symmetric,51.65,,,$0,$0,$31.97M,5 yrs 9 mos,2020-09-20,4 yrs 11 mos,2021-07-20,0,,1,https://github.com/centfinance,1,https://twitter.com/0xSymmetric,0,,1,https://t.me/SymmetricFinanceDiscussion,Gnosis-gno,0,,No,,,,No,No,,,99.15%,0.00%
laddercaster,LadderCaster,51.43,,,,,,4 yrs 2 mos,2022-04-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/ladder-caster,1,https://twitter.com/LadderCaster,0,,0,,Solana,0,,No,,,,No,No,,,,
fidex-token,FidexToken,51.67,,,,,,7 yrs 8 mos,2018-10-20,7 yrs 8 mos,2018-10-20,0,,1,https://github.com/fidexexchange,1,https://twitter.com/fidexexchange,0,,1,https://t.me/FidexGlobal,Ethereum,0,,No,,,,No,No,,,100%,0.00%
giannidoge-esport,GianniDoge Esport,52.21,,,,,,3 yrs 6 mos,2022-12-20,3 yrs 6 mos,2022-12-20,0,,0,,1,https://twitter.com/giannidoge,0,,1,https://t.me/giannidogeesport,Bsc,0,,No,,,,No,No,,,91.16%,0.00%
baymax-finance,Baymax Finance,52.11,,,,,,3 yrs 5 mos,2023-01-20,3 yrs 5 mos,2023-01-20,0,,0,,1,https://twitter.com/baymaxfi,0,,1,https://t.me/baymaxfi,Avalanche,0,,No,,,,No,No,,,100.00%,0.00%
sonic-suite,Sonic Suite,51.36,,,,,,3 yrs 11 mos,2022-07-20,3 yrs 11 mos,2022-07-20,0,,0,,1,https://twitter.com/SonicSuiteETH,0,,0,,,0,,No,,,,No,No,,,15.49%,0.00%
bitguild-plat,BitGuild PLAT,51.06,,,,,,8 yrs 4 mos,2018-02-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/BitGuildPlatform,1,https://twitter.com/bitguildplat,0,,0,,Tron,0,,No,,,,No,No,,,,
price-gap,Price Gap,51.89,,,,,,2 yrs 11 mos,2023-07-20,2 yrs 11 mos,2023-07-20,0,,0,,1,https://twitter.com/pricegap_ai,0,,0,,Bsc,0,,No,,,,No,No,,,88.03%,0.00%
shakita-inu,Shakita Inu,51.95,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/shakitainu,0,,0,,Bsc,0,,No,,,,No,No,,,35.79%,10.18%
acid-token,0xACID,51.17,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/ToxinLabs/0xacid-contract,1,https://twitter.com/0xAcidDAO,0,,0,,Arbitrum,0,,No,,,,No,No,,,,
hurricaneswap-token,HurricaneSwap Token,51.23,,$2.52,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,1,https://github.com/HurricaneSwap,1,https://twitter.com/HurricaneSwap,0,,1,https://t.me/HurricaneSwap,Avalanche,0,,No,,,,No,No,,,64.29%,0.00%
swaprum,Swaprum,,,,,,,,,,,0,,0,,0,,0,,0,,Arbitrum,0,,No,,,,,,,,,
alien-fi,Alien,50.98,,$2.10,,,,3 yrs 4 mos,2023-02-20,3 yrs 4 mos,2023-02-20,0,,0,,1,https://twitter.com/alienficoin,0,,1,https://t.me/alienfi,,0,,No,,,,No,No,,,,
gale-network,Gale Network,51.70,,,,,,4 yrs 2 mos,2022-04-20,4 yrs 2 mos,2022-04-20,0,,0,,1,https://twitter.com/GaleNetwork,0,,1,https://t.me/galenetworkpublic,Bsc,0,,No,,,,No,No,,,24.23%,1.67%
cakewswap,CakeWSwap,51.82,,$21.02,,,,3 yrs 8 mos,2022-10-20,3 yrs 6 mos,2022-12-20,0,,1,https://github.com/cakewswap,1,https://twitter.com/cakewswap,0,,0,,Bsc,0,,No,,,,No,No,,,56.61%,0.90%
kaiken-shiba,Kaiken Shiba,58.46,,$93.41,,,,4 yrs 11 mos,2021-07-20,4 yrs 11 mos,2021-07-20,0,,1,https://github.com/KaiKenShiba,1,https://twitter.com/KaikenShiba,0,,0,,Bsc,2,07/20/2021|; 07/18/2021|TechRate,No,,,,No,No,,,6.16%,0.00%
xerium,XERIUM,50.99,,,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,1,https://github.com/xeriumofficial,1,https://twitter.com/xerium3,0,,0,,Ethereum,0,,No,,,,No,No,,,24.84%,3.46%
w3swap,W3Swap,51.47,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,0,,1,https://twitter.com/w3_foundation,0,,0,,Bsc,0,,No,,,,No,No,,,90.56%,0.00%
kuswapfinance,KuSwap Finance,50.91,,$1.82,$0,$0,$299.1M,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/KuSwap,1,https://twitter.com/kuswapfinance,0,,1,https://t.me/kuswapfinance,,0,,Yes,1,,,No,No,,,,
crodex,CRODEX,51.00,,$42.69,$104.00,"$1,068.00",$194.29M,4 yrs 8 mos,2021-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/CrodexApp,1,https://twitter.com/crodexapp,0,,1,https://t.me/crodex_cn,Cronos,0,,No,,,,No,No,,,,
gokumarket-credit,GokuMarket Credit,51.64,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/GokuMarket,0,,0,,Bsc,0,,No,,,,No,No,,,71.43%,0.06%
solanalite,SolanaLite,50.70,,,,,,4 yrs 7 mos,2021-11-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/SolanaLite,0,,1,https://t.me/SolanaLite,Solana,0,,No,,,,No,No,,,,
cronosverse,CronosVerse,50.89,,,,,,4 yrs 4 mos,2022-02-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/thecronosverse,0,,0,,Cronos,0,,No,,,,No,No,,,,
morphex,Morphex,50.85,,,,,,4 yrs 9 mos,2021-09-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/MorphexFTM,1,https://discord.com/invite/TR7zzfT2ru,0,,Fantom | Bsc,0,,No,,,,No,No,,,,
pollchain,Pollchain,50.72,,,,,,4 yrs 10 mos,2021-08-20,4 yrs 10 mos,2021-08-20,0,,0,,1,https://twitter.com/pollchain,0,,0,,Ethereum,0,,No,,,,No,No,,,87.52%,12.94%
swole-doge,Swole Doge,51.37,,,,,,4 yrs 7 mos,2021-11-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/swoledogecoin,1,https://twitter.com/swoledoge,0,,0,,Solana,0,,No,,,,No,No,,,,
ghostycash,GhostyCash,50.70,,,,,,4 yrs 8 mos,2021-10-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/GhostyCash,0,,0,,Bitcoin | Ethereum,0,,No,,,,No,No,,,,
waves-exchange-token,WX Token,50.63,,$159.58,,,,6 yrs 8 mos,2019-10-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/waves-exchange,1,https://twitter.com/WXNetwork,0,,0,,Waves | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,99.10%,0.00%
matrak-fan-token,Matrak Fan Token,50.64,,,,,,3 yrs 7 mos,2022-11-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/bitcicom,1,https://discord.com/invite/McqaxF8AVN,0,,Bitcicoin | Sectors | Gaming | DEX | Socials,0,,No,,,,No,No,,,,
kintaman,Kintaman,51.54,,,,,,4 yrs 8 mos,2021-10-20,4 yrs 8 mos,2021-10-20,0,,0,,1,https://twitter.com/KINTAMANTOKEN,0,,0,,Bsc,0,,No,,,,No,No,,,52.72%,0.00%
carb,Carbon,50.71,,,,,,,,,,0,,0,,1,https://twitter.com/contact_carbon,0,,0,,Zilliqa | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
apex,APEX,50.52,,,,,,4 yrs 1 mos,2022-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/ApexFoundation_,0,,0,,Avalanche,0,,Yes,2,,,No,No,,,,
winerz,Winerz,50.75,,,,,,4 yrs 7 mos,2021-11-20,9 yrs 0 mos,2017-06-20,0,,0,,1,https://twitter.com/Winerz_official,0,,0,,,0,,No,,,,No,No,,,,
alita,Alita,50.50,,,,,,2 yrs 6 mos,2023-12-20,2 yrs 6 mos,2023-12-20,0,,0,,1,https://twitter.com/TEMUFUND,0,,0,,Bsc,0,,Yes,1,,,No,No,,,32.98%,0.00%
stepex,StepEx,50.44,,,$0,$0,$97.45M,3 yrs 8 mos,2022-10-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/stepex_,0,,0,,Step | Sectors | DEX | Socials,0,,No,,,,No,No,,,,
punkswap,PunkSwap,50.36,,$1.16,,,,3 yrs 7 mos,2022-11-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/PunkSwapDEX,0,,0,,Opbnb,0,,No,,,,No,No,,,,
binary-swap,Binary Swap,50.22,,,,,,2 yrs 10 mos,2023-08-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/binaryswapio,0,,0,,Opbnb,0,,No,,,,No,No,,,,
fonsmartchain,FONSmartChain,50.40,,,,,,0 yrs 3 mos,2026-03-20,0 yrs 3 mos,2026-03-20,0,,1,https://github.com/FONSmartChain,1,https://twitter.com/FONSmartChain,0,,0,,,0,,No,,,,No,No,,,,
yuzuswap,YuzuSwap,50.12,,,,,,4 yrs 5 mos,2022-01-20,0 yrs 0 mos,2026-06-20,0,,1,https://github.com/Yuzu-swap,1,https://twitter.com/Yuzu_Swap,0,,1,https://t.me/yuzuswap_on_oasis,Oasis | Sectors | DeFi | DEX | Socials,0,,No,,,,No,No,,,,
pixelswap,PixelSwap,50.27,,,,,,,,,,0,,0,,1,https://twitter.com/PixelSwapFi,0,,0,,Base | Arbitrum,0,,No,,,,No,No,,,,
cranium-dex,Cranium Dex,50.21,,$0.00,,,,3 yrs 4 mos,2023-02-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/CraniumExchange,0,,0,,Fantom,0,,No,,,,No,No,,,,
momo-protocol,Momo Protocol,50.21,,$3.76,,,,5 yrs 3 mos,2021-03-20,5 yrs 3 mos,2021-03-20,0,,1,https://github.com/MomoProtocol762,1,https://twitter.com/momo_protocol,0,,1,https://t.me/momoprotocol_chat,Bsc,1,04/24/2021|TechRate,No,,,,No,No,,,28.98%,0.00%
liquid-collectibles,Liquid Collectibles,48.48,,$26.82,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/LiqCollectibles,0,,1,https://t.me/LiquidCollectibles,Bsc,0,,No,,,,No,No,,,85.65%,51.64%
doex,DOEX,50.16,,,,,,4 yrs 7 mos,2021-11-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/doex_official,0,,0,,Cardano,0,,No,,,,No,No,,,,
scaryswap,ScarySwap.Io,50.86,,,,,,4 yrs 4 mos,2022-02-20,4 yrs 4 mos,2022-02-20,0,,0,,1,https://twitter.com/scaryswap,0,,1,https://t.me/ScarySwap_official,Bsc,0,,No,,,,No,No,,,100.00%,0.00%
space-chain,Space Chain,50.11,,,,,,3 yrs 6 mos,2022-12-20,3 yrs 6 mos,2022-12-20,0,,0,,1,https://twitter.com/SPACEChain_BSC,0,,0,,Bsc,0,,No,,,,No,No,,,93.48%,0.00%
unidex-exchange,UniDex Exchange,50.09,,,,,,5 yrs 7 mos,2020-11-20,5 yrs 7 mos,2020-11-20,0,,0,,1,https://twitter.com/UniDexFinance,0,,1,https://t.me/unidexfinance,Ethereum | Arbitrum,0,,No,,,,No,No,76,1M,98.18%,0.10%
rocket-raccoon-roc,Rocket Raccoon,50.63,,,,,,3 yrs 10 mos,2022-08-20,3 yrs 10 mos,2022-08-20,0,,0,,1,https://twitter.com/RocSmartChain,0,,1,https://t.me/RocketRaccoonChat,Bsc,0,,No,,,,No,No,,,60.26%,58.90%
salmonswap,SalmonSwap,50.02,,,,,,5 yrs 9 mos,2020-09-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/TronFi_io,0,,0,,Tron,0,,No,,,,No,No,,,,
apexit-finance,ApeXit Finance,50.18,,,,,,5 yrs 1 mos,2021-05-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://twitter.com/apeXit_finance,0,,1,https://t.me/apexit_finance,Solana,0,,No,,,,No,No,,,,
suteku,Suteku,50.84,,$0.00,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/Sokuswap,0,,0,,Bsc,0,,No,,,,No,No,,,99.60%,98.98%
shard,Shard,50.20,,,,,,5 yrs 2 mos,2021-04-20,5 yrs 2 mos,2021-04-20,0,,0,,1,https://twitter.com/shardcoin,0,,0,,Ethereum,0,,No,,,,No,No,,,36.57%,0.00%
avaone-finance,AvaOne Finance,49.98,,,,,,4 yrs 5 mos,2022-01-20,4 yrs 5 mos,2022-01-20,0,,0,,1,https://twitter.com/AvaOneFinance,0,,1,https://t.me/AvaOneFinance,Avalanche,0,,No,,,,No,No,,,71.85%,24.66%
swapfish,SwapFish,49.88,,,,,,3 yrs 7 mos,2022-11-20,3 yrs 7 mos,2022-11-20,0,,1,https://github.com/swapfish,1,https://twitter.com/SwapFishFi,0,,0,,Arbitrum,0,,No,,,,No,No,,,,
alongside-crypto-market-index,Alongside Crypto Market Index,49.90,$292.71K,$0.00,,,,3 yrs 8 mos,2022-10-20,3 yrs 8 mos,2022-10-20,0,,0,,1,https://twitter.com/alongsidefi,0,,0,,Ethereum,0,,No,,,,No,No,,,70.18%,0.00%
jump-defi,Jump DeFi,49.55,,,,,,4 yrs 1 mos,2022-05-20,7 yrs 0 mos,2019-06-20,0,,0,,1,https://twitter.com/JumpDeFi,0,,0,,,0,,No,,,,No,No,,,,
polyx,POLYX,50.52,,,,,,4 yrs 7 mos,2021-11-20,4 yrs 7 mos,2021-11-20,0,,0,,1,https://twitter.com/Polyxchange,0,,0,,Bsc,0,,No,,,,No,No,,,9.40%,0.00%
seamlessswap,SeamlessSwap,50.33,,$0.76,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/SeamlessSwap,0,,0,,Bsc,0,,No,,,,No,No,,,89.53%,54.67%
gridex,Gridex,49.97,,,,,,3 yrs 7 mos,2022-11-20,3 yrs 3 mos,2023-03-20,0,,1,https://github.com/GridexProtocol/core,1,https://twitter.com/gridexprotocol,0,,0,,Ethereum | Arbitrum,0,,Yes,1,,,No,No,,,,
shido,Shido,50.25,,,,,,3 yrs 1 mos,2023-05-20,2 yrs 12 mos,2023-06-20,0,,1,https://github.com/ShidoGlobal,1,https://twitter.com/ShidoGlobal,0,,0,,Bsc | Ethereum,0,,No,,,,No,No,,,37.37%,0.00%
janus-network,Janus Network,50.47,,,,,,4 yrs 0 mos,2022-06-20,4 yrs 0 mos,2022-06-20,0,,0,,1,https://twitter.com/NetworkJanus,0,,0,,Avalanche,0,,No,,,,No,No,,,72.96%,7.55%
yayswap,YaySwap,49.67,,,,,,4 yrs 9 mos,2021-09-20,4 yrs 9 mos,2021-09-20,0,,0,,1,https://twitter.com/YaySwap,0,,0,,Ethereum,0,,No,,,,No,No,,,99.63%,97.60%
lexer,LEXER Markets,49.64,,,,,,3 yrs 2 mos,2023-04-20,3 yrs 2 mos,2023-04-20,0,,0,,1,https://twitter.com/LexerMarkets,0,,0,,Arbitrum,0,,No,,,,No,No,,,,
zena-finance,Zena Finance,49.80,,,,,,8 yrs 6 mos,2017-12-20,0 yrs 0 mos,2026-06-20,0,,0,,1,https://x.com/ZenaFinance,0,,0,,Opbnb,0,,No,,,,No,No,,,,
unodex,UNODEX,49.60,,,,,,2 yrs 5 mos,2024-01-20,2 yrs 5 mos,2024-01-20,0,,0,,1,https://twitter.com/unodex_fi,0,,0,,,0,,No,,,,No,No,,,90.36%,83.12%
